Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/TCN_False_max_sharpe_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'max_sharpe', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'TCN', 'MULTIMODAL': False}
Model: tcn, Multimodal: False, Loss Function: max_sharpe
Loading and processing data...
Epoch 102/500, Training Loss: 0.004531
Epoch 102/500, Validation Loss: 0.005781
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_102_loss_0.0058.pth
Epoch 103/500, Training Loss: 0.004530
Epoch 103/500, Validation Loss: 0.005779
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_103_loss_0.0058.pth
Epoch 104/500, Training Loss: 0.004526
Epoch 104/500, Validation Loss: 0.005777
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_104_loss_0.0058.pth
Epoch 105/500, Training Loss: 0.004524
Epoch 105/500, Validation Loss: 0.005775
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_105_loss_0.0058.pth
Epoch 106/500, Training Loss: 0.004524
Epoch 106/500, Validation Loss: 0.005774
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_106_loss_0.0058.pth
Epoch 107/500, Training Loss: 0.004522
Epoch 107/500, Validation Loss: 0.005772
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_107_loss_0.0058.pth
Epoch 108/500, Training Loss: 0.004520
Epoch 108/500, Validation Loss: 0.005771
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_108_loss_0.0058.pth
Epoch 109/500, Training Loss: 0.004520
Epoch 109/500, Validation Loss: 0.005769
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_109_loss_0.0058.pth
Epoch 110/500, Training Loss: 0.004515
Epoch 110/500, Validation Loss: 0.005768
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_110_loss_0.0058.pth
Epoch 111/500, Training Loss: 0.004515
Epoch 111/500, Validation Loss: 0.005767
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_111_loss_0.0058.pth
Epoch 112/500, Training Loss: 0.004511
Epoch 112/500, Validation Loss: 0.005766
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_112_loss_0.0058.pth
Epoch 113/500, Training Loss: 0.004511
Epoch 113/500, Validation Loss: 0.005765
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_113_loss_0.0058.pth
Epoch 114/500, Training Loss: 0.004510
Epoch 114/500, Validation Loss: 0.005763
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_114_loss_0.0058.pth
Epoch 115/500, Training Loss: 0.004511
Epoch 115/500, Validation Loss: 0.005762
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_115_loss_0.0058.pth
Epoch 116/500, Training Loss: 0.004508
Epoch 116/500, Validation Loss: 0.005761
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_116_loss_0.0058.pth
Epoch 117/500, Training Loss: 0.004506
Epoch 117/500, Validation Loss: 0.005760
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_117_loss_0.0058.pth
Epoch 118/500, Training Loss: 0.004506
Epoch 118/500, Validation Loss: 0.005759
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_118_loss_0.0058.pth
Epoch 119/500, Training Loss: 0.004505
Epoch 119/500, Validation Loss: 0.005758
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_119_loss_0.0058.pth
Epoch 120/500, Training Loss: 0.004503
Epoch 120/500, Validation Loss: 0.005757
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_120_loss_0.0058.pth
Epoch 121/500, Training Loss: 0.004501
Epoch 121/500, Validation Loss: 0.005757
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_121_loss_0.0058.pth
Epoch 122/500, Training Loss: 0.004504
Epoch 122/500, Validation Loss: 0.005756
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_122_loss_0.0058.pth
Epoch 123/500, Training Loss: 0.004499
Epoch 123/500, Validation Loss: 0.005755
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_123_loss_0.0058.pth
Epoch 124/500, Training Loss: 0.004499
Epoch 124/500, Validation Loss: 0.005754
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_124_loss_0.0058.pth
Epoch 125/500, Training Loss: 0.004498
Epoch 125/500, Validation Loss: 0.005754
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_125_loss_0.0058.pth
Epoch 126/500, Training Loss: 0.004499
Epoch 126/500, Validation Loss: 0.005753
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_126_loss_0.0058.pth
Epoch 127/500, Training Loss: 0.004496
Epoch 127/500, Validation Loss: 0.005752
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_127_loss_0.0058.pth
Epoch 128/500, Training Loss: 0.004494
Epoch 128/500, Validation Loss: 0.005751
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_128_loss_0.0058.pth
Epoch 129/500, Training Loss: 0.004495
Epoch 129/500, Validation Loss: 0.005751
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_129_loss_0.0058.pth
Epoch 130/500, Training Loss: 0.004496
Epoch 130/500, Validation Loss: 0.005750
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_130_loss_0.0058.pth
Epoch 131/500, Training Loss: 0.004493
Epoch 131/500, Validation Loss: 0.005750
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_131_loss_0.0057.pth
Epoch 132/500, Training Loss: 0.004492
Epoch 132/500, Validation Loss: 0.005749
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_132_loss_0.0057.pth
Epoch 133/500, Training Loss: 0.004491
Epoch 133/500, Validation Loss: 0.005748
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_133_loss_0.0057.pth
Epoch 134/500, Training Loss: 0.004491
Epoch 134/500, Validation Loss: 0.005748
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_134_loss_0.0057.pth
Epoch 135/500, Training Loss: 0.004491
Epoch 135/500, Validation Loss: 0.005747
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_135_loss_0.0057.pth
Epoch 136/500, Training Loss: 0.004489
Epoch 136/500, Validation Loss: 0.005747
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_136_loss_0.0057.pth
Epoch 137/500, Training Loss: 0.004488
Epoch 137/500, Validation Loss: 0.005747
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_137_loss_0.0057.pth
Epoch 138/500, Training Loss: 0.004488
Epoch 138/500, Validation Loss: 0.005746
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_138_loss_0.0057.pth
Epoch 139/500, Training Loss: 0.004487
Epoch 139/500, Validation Loss: 0.005746
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_139_loss_0.0057.pth
Epoch 140/500, Training Loss: 0.004488
Epoch 140/500, Validation Loss: 0.005745
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_140_loss_0.0057.pth
Epoch 141/500, Training Loss: 0.004485
Epoch 141/500, Validation Loss: 0.005745
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_141_loss_0.0057.pth
Epoch 142/500, Training Loss: 0.004489
Epoch 142/500, Validation Loss: 0.005744
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_142_loss_0.0057.pth
Epoch 143/500, Training Loss: 0.004483
Epoch 143/500, Validation Loss: 0.005744
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_143_loss_0.0057.pth
Epoch 144/500, Training Loss: 0.004486
Epoch 144/500, Validation Loss: 0.005744
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_144_loss_0.0057.pth
Epoch 145/500, Training Loss: 0.004483
Epoch 145/500, Validation Loss: 0.005743
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_145_loss_0.0057.pth
Epoch 146/500, Training Loss: 0.004485
Epoch 146/500, Validation Loss: 0.005743
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_146_loss_0.0057.pth
Epoch 147/500, Training Loss: 0.004484
Epoch 147/500, Validation Loss: 0.005743
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_147_loss_0.0057.pth
Epoch 148/500, Training Loss: 0.004484
Epoch 148/500, Validation Loss: 0.005742
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_148_loss_0.0057.pth
Epoch 149/500, Training Loss: 0.004482
Epoch 149/500, Validation Loss: 0.005742
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_149_loss_0.0057.pth
Epoch 150/500, Training Loss: 0.004483
Epoch 150/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_150_loss_0.0057.pth
Epoch 151/500, Training Loss: 0.004482
Epoch 151/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_151_loss_0.0057.pth
Epoch 152/500, Training Loss: 0.004481
Epoch 152/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_152_loss_0.0057.pth
Epoch 153/500, Training Loss: 0.004479
Epoch 153/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_153_loss_0.0057.pth
Epoch 154/500, Training Loss: 0.004482
Epoch 154/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_154_loss_0.0057.pth
Epoch 155/500, Training Loss: 0.004481
Epoch 155/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_155_loss_0.0057.pth
Epoch 156/500, Training Loss: 0.004481
Epoch 156/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_156_loss_0.0057.pth
Epoch 157/500, Training Loss: 0.004481
Epoch 157/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_157_loss_0.0057.pth
Epoch 158/500, Training Loss: 0.004478
Epoch 158/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_158_loss_0.0057.pth
Epoch 159/500, Training Loss: 0.004480
Epoch 159/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_159_loss_0.0057.pth
Epoch 160/500, Training Loss: 0.004478
Epoch 160/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_160_loss_0.0057.pth
Epoch 161/500, Training Loss: 0.004479
Epoch 161/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_161_loss_0.0057.pth
Epoch 162/500, Training Loss: 0.004478
Epoch 162/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_162_loss_0.0057.pth
Epoch 163/500, Training Loss: 0.004477
Epoch 163/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_163_loss_0.0057.pth
Epoch 164/500, Training Loss: 0.004478
Epoch 164/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_164_loss_0.0057.pth
Epoch 165/500, Training Loss: 0.004477
Epoch 165/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_165_loss_0.0057.pth
Epoch 166/500, Training Loss: 0.004475
Epoch 166/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_166_loss_0.0057.pth
Epoch 167/500, Training Loss: 0.004475
Epoch 167/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_167_loss_0.0057.pth
Epoch 168/500, Training Loss: 0.004478
Epoch 168/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_168_loss_0.0057.pth
Epoch 169/500, Training Loss: 0.004475
Epoch 169/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_169_loss_0.0057.pth
Epoch 170/500, Training Loss: 0.004476
Epoch 170/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_170_loss_0.0057.pth
Epoch 171/500, Training Loss: 0.004475
Epoch 171/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_171_loss_0.0057.pth
Epoch 172/500, Training Loss: 0.004474
Epoch 172/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_172_loss_0.0057.pth
Epoch 173/500, Training Loss: 0.004474
Epoch 173/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_173_loss_0.0057.pth
Epoch 174/500, Training Loss: 0.004476
Epoch 174/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_174_loss_0.0057.pth
Epoch 175/500, Training Loss: 0.004473
Epoch 175/500, Validation Loss: 0.005736
Epoch 176/500, Training Loss: 0.004475
Epoch 176/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_176_loss_0.0057.pth
Epoch 177/500, Training Loss: 0.004472
Epoch 177/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_177_loss_0.0057.pth
Epoch 178/500, Training Loss: 0.004475
Epoch 178/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_178_loss_0.0057.pth
Epoch 179/500, Training Loss: 0.004472
Epoch 179/500, Validation Loss: 0.005735
Epoch 180/500, Training Loss: 0.004472
Epoch 180/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_180_loss_0.0057.pth
Epoch 181/500, Training Loss: 0.004473
Epoch 181/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_181_loss_0.0057.pth
Epoch 182/500, Training Loss: 0.004472
Epoch 182/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_182_loss_0.0057.pth
Epoch 183/500, Training Loss: 0.004470
Epoch 183/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_183_loss_0.0057.pth
Epoch 184/500, Training Loss: 0.004471
Epoch 184/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_184_loss_0.0057.pth
Epoch 185/500, Training Loss: 0.004471
Epoch 185/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_185_loss_0.0057.pth
Epoch 186/500, Training Loss: 0.004470
Epoch 186/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_186_loss_0.0057.pth
Epoch 187/500, Training Loss: 0.004469
Epoch 187/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_187_loss_0.0057.pth
Epoch 188/500, Training Loss: 0.004469
Epoch 188/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_188_loss_0.0057.pth
Epoch 189/500, Training Loss: 0.004470
Epoch 189/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_189_loss_0.0057.pth
Epoch 190/500, Training Loss: 0.004469
Epoch 190/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_190_loss_0.0057.pth
Epoch 191/500, Training Loss: 0.004467
Epoch 191/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_191_loss_0.0057.pth
Epoch 192/500, Training Loss: 0.004469
Epoch 192/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_192_loss_0.0057.pth
Epoch 193/500, Training Loss: 0.004469
Epoch 193/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_193_loss_0.0057.pth
Epoch 194/500, Training Loss: 0.004469
Epoch 194/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_194_loss_0.0057.pth
Epoch 195/500, Training Loss: 0.004470
Epoch 195/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_195_loss_0.0057.pth
Epoch 196/500, Training Loss: 0.004468
Epoch 196/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_196_loss_0.0057.pth
Epoch 197/500, Training Loss: 0.004467
Epoch 197/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_197_loss_0.0057.pth
Epoch 198/500, Training Loss: 0.004469
Epoch 198/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_198_loss_0.0057.pth
Epoch 199/500, Training Loss: 0.004467
Epoch 199/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_199_loss_0.0057.pth
Epoch 200/500, Training Loss: 0.004467
Epoch 200/500, Validation Loss: 0.005733
Epoch 201/500, Training Loss: 0.004467
Epoch 201/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_201_loss_0.0057.pth
Epoch 202/500, Training Loss: 0.004467
Epoch 202/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_202_loss_0.0057.pth
Epoch 203/500, Training Loss: 0.004469
Epoch 203/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_203_loss_0.0057.pth
Epoch 204/500, Training Loss: 0.004466
Epoch 204/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_204_loss_0.0057.pth
Epoch 205/500, Training Loss: 0.004465
Epoch 205/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_205_loss_0.0057.pth
Epoch 206/500, Training Loss: 0.004467
Epoch 206/500, Validation Loss: 0.005732
Epoch 207/500, Training Loss: 0.004466
Epoch 207/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_207_loss_0.0057.pth
Epoch 208/500, Training Loss: 0.004465
Epoch 208/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_208_loss_0.0057.pth
Epoch 209/500, Training Loss: 0.004466
Epoch 209/500, Validation Loss: 0.005731
Epoch 210/500, Training Loss: 0.004466
Epoch 210/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_210_loss_0.0057.pth
Epoch 211/500, Training Loss: 0.004465
Epoch 211/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_211_loss_0.0057.pth
Epoch 212/500, Training Loss: 0.004466
Epoch 212/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_212_loss_0.0057.pth
Epoch 213/500, Training Loss: 0.004465
Epoch 213/500, Validation Loss: 0.005731
Epoch 214/500, Training Loss: 0.004464
Epoch 214/500, Validation Loss: 0.005731
Epoch 215/500, Training Loss: 0.004463
Epoch 215/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_215_loss_0.0057.pth
Epoch 216/500, Training Loss: 0.004465
Epoch 216/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_216_loss_0.0057.pth
Epoch 217/500, Training Loss: 0.004463
Epoch 217/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_217_loss_0.0057.pth
Epoch 218/500, Training Loss: 0.004463
Epoch 218/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_218_loss_0.0057.pth
Epoch 219/500, Training Loss: 0.004463
Epoch 219/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_219_loss_0.0057.pth
Epoch 220/500, Training Loss: 0.004460
Epoch 220/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_220_loss_0.0057.pth
Epoch 221/500, Training Loss: 0.004462
Epoch 221/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_221_loss_0.0057.pth
Epoch 222/500, Training Loss: 0.004462
Epoch 222/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_222_loss_0.0057.pth
Epoch 223/500, Training Loss: 0.004463
Epoch 223/500, Validation Loss: 0.005729
Epoch 224/500, Training Loss: 0.004460
Epoch 224/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_224_loss_0.0057.pth
Epoch 225/500, Training Loss: 0.004461
Epoch 225/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_225_loss_0.0057.pth
Epoch 226/500, Training Loss: 0.004461
Epoch 226/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_226_loss_0.0057.pth
Epoch 227/500, Training Loss: 0.004461
Epoch 227/500, Validation Loss: 0.005729
Epoch 228/500, Training Loss: 0.004462
Epoch 228/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_228_loss_0.0057.pth
Epoch 229/500, Training Loss: 0.004461
Epoch 229/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_229_loss_0.0057.pth
Epoch 230/500, Training Loss: 0.004462
Epoch 230/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_230_loss_0.0057.pth
Epoch 231/500, Training Loss: 0.004461
Epoch 231/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_231_loss_0.0057.pth
Epoch 232/500, Training Loss: 0.004459
Epoch 232/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_232_loss_0.0057.pth
Epoch 233/500, Training Loss: 0.004459
Epoch 233/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_233_loss_0.0057.pth
Epoch 234/500, Training Loss: 0.004460
Epoch 234/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_234_loss_0.0057.pth
Epoch 235/500, Training Loss: 0.004459
Epoch 235/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_235_loss_0.0057.pth
Epoch 236/500, Training Loss: 0.004463
Epoch 236/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_236_loss_0.0057.pth
Epoch 237/500, Training Loss: 0.004461
Epoch 237/500, Validation Loss: 0.005727
Epoch 238/500, Training Loss: 0.004460
Epoch 238/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_238_loss_0.0057.pth
Epoch 239/500, Training Loss: 0.004458
Epoch 239/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_239_loss_0.0057.pth
Epoch 240/500, Training Loss: 0.004458
Epoch 240/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_240_loss_0.0057.pth
Epoch 241/500, Training Loss: 0.004459
Epoch 241/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_241_loss_0.0057.pth
Epoch 242/500, Training Loss: 0.004459
